Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
209.6000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0091857	0.0109160	0.0013491	-0.0022162	-0.0095767	-0.0114673	-0.0019394	0.0017178
211.1000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0093423	0.0111074	0.0013891	-0.0022465	-0.0097329	-0.0116515	-0.0019711	0.0017546
212.8500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0095215	0.0113287	0.0014298	-0.0022929	-0.0099261	-0.0118786	-0.0020075	0.0017973
214.3500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0096766	0.0115237	0.0014725	-0.0023233	-0.0100862	-0.0120714	-0.0020340	0.0018347
215.8000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0098326	0.0117178	0.0015122	-0.0023578	-0.0102458	-0.0122581	-0.0020629	0.0018728
217.6000000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0100170	0.0119547	0.0015615	-0.0023949	-0.0104348	-0.0124892	-0.0021021	0.0019150
219.0500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0101704	0.0121464	0.0016028	-0.0024266	-0.0106040	-0.0126876	-0.0021343	0.0019494
220.5500000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0103147	0.0123311	0.0016448	-0.0024439	-0.0107747	-0.0128807	-0.0021525	0.0020148
222.1500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0104452	0.0125248	0.0017117	-0.0024383	-0.0109739	-0.0130861	-0.0021608	0.0020819
223.6000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0105887	0.0127224	0.0017576	-0.0024809	-0.0111340	-0.0132738	-0.0021929	0.0021048
225.1000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0107529	0.0129233	0.0017978	-0.0025201	-0.0112956	-0.0134749	-0.0022289	0.0021417
226.8500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0109453	0.0131614	0.0018402	-0.0025649	-0.0114870	-0.0137069	-0.0022691	0.0021834
228.3500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0111034	0.0133561	0.0018744	-0.0026065	-0.0116448	-0.0139006	-0.0023089	0.0022148
229.8000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0112565	0.0135455	0.0019090	-0.0026420	-0.0117983	-0.0140861	-0.0023430	0.0022458
231.5500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0114471	0.0137754	0.0019537	-0.0026896	-0.0119813	-0.0143078	-0.0023850	0.0022842
233.1000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0115928	0.0139507	0.0019877	-0.0027253	-0.0121188	-0.0144823	-0.0024203	0.0023181
234.6000000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0117343	0.0141294	0.0020209	-0.0027530	-0.0122587	-0.0146525	-0.0024542	0.0023416
236.3500000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0118969	0.0143278	0.0020604	-0.0027952	-0.0124084	-0.0148407	-0.0024878	0.0023779
237.8500000	56.7900009	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0120188	0.0144768	0.0020918	-0.0028286	-0.0125205	-0.0149762	-0.0025198	0.0024007
239.3000000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0121225	0.0146092	0.0021209	-0.0028486	-0.0126150	-0.0150961	-0.0025443	0.0024195
241.0500000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0122230	0.0147370	0.0021523	-0.0028810	-0.0127051	-0.0152126	-0.0025757	0.0024330
242.5500000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0122746	0.0148076	0.0021717	-0.0029027	-0.0127517	-0.0152682	-0.0025886	0.0024343
244.0000000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0123011	0.0148342	0.0021774	-0.0028960	-0.0127674	-0.0152812	-0.0025932	0.0024395
245.8000000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0122947	0.0148317	0.0021944	-0.0029008	-0.0127365	-0.0152454	-0.0025741	0.0024008
247.3000000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0122396	0.0147467	0.0021736	-0.0028719	-0.0126707	-0.0151836	-0.0025879	0.0023913
248.8000000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0121333	0.0146454	0.0021829	-0.0028716	-0.0125474	-0.0150291	-0.0025999	0.0024017
250.5500000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0119331	0.0143903	0.0021482	-0.0028357	-0.0123294	-0.0147611	-0.0025575	0.0023286
252.0500000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0116978	0.0141560	0.0021545	-0.0028114	-0.0120786	-0.0144913	-0.0025226	0.0022654
253.5500000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0114101	0.0137850	0.0021115	-0.0027475	-0.0117730	-0.0141229	-0.0024924	0.0022116
255.3000000	56.7799988	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0109745	0.0133007	0.0020410	-0.0026615	-0.0113265	-0.0135844	-0.0024166	0.0021212
256.7500000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0105566	0.0128035	0.0019713	-0.0025705	-0.0108913	-0.0130597	-0.0023383	0.0019968
258.2500000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0100884	0.0122049	0.0018562	-0.0024399	-0.0104031	-0.0124669	-0.0022494	0.0019071
260.2000000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0094292	0.0114338	0.0017629	-0.0023171	-0.0097259	-0.0116444	-0.0021176	0.0017546
261.8000000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0088562	0.0107402	0.0016515	-0.0021829	-0.0091528	-0.0109539	-0.0019930	0.0015978
263.3500000	56.7700005	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0082681	0.0100193	0.0015324	-0.0020467	-0.0085684	-0.0102408	-0.0018832	0.0014907
